name,addr:city,addr:street,opening_hours,phone,@lat,@lon
,,,,,42.0214576,21.4517906
,,,,,42.0211343,21.4522317
,,,,,42.0310353,21.4478533
,,,,,42.0206900,21.4527146
,,,,,42.0304309,21.4459509
,,,,,42.0316196,21.4462218
,,,,,42.0315441,21.4468686
,,,,,42.0208534,21.4525538
,,,,,42.0302237,21.4476917
,,,,,42.0309676,21.4478223
,,,,,42.0315797,21.4465344
,,,,,42.0353205,21.4249125
,,,,,41.9991600,21.4091443
,,,,,41.9983485,21.4111293
,,,,,41.9986163,21.4090193
,,,,,41.9988959,21.4112853
,,,,,41.9990228,21.4102264
,,,,,42.0000155,21.4030433
,,,,,42.0045579,21.4133969
,,,,,42.0044674,21.4141050
,,,,,42.0046552,21.4134194
,,,,,42.0039770,21.4141737
,,,,,42.0045648,21.4141275
,,,,,42.0040468,21.4119044
,,,,,42.0038173,21.4140515
,,,,,42.0049155,21.4121102
,,,,,42.0043622,21.4142904
,,,,,42.0040345,21.4140434
,,,,,42.0047221,21.4135281
,,,,,42.0038601,21.4139067
,,,,,42.0039257,21.4128173
,,,,,42.0047504,21.4133387
,,,,,42.0022795,21.4439969
,,,,,42.0022984,21.4440921
,,,,,41.9981560,21.3944807
,,,,,41.9981142,21.3941962
,,,,,41.9986185,21.3946604
,,,,,42.0016625,21.3825570
,,,,,42.0038373,21.3574601
,,,,,42.0038758,21.3567890
,,,,,42.0029877,21.3580216
,,,,,42.0023822,21.3569125
,,,,,42.0036565,21.3585475
,,,,,42.0051064,21.3650310
,,,,,42.0053990,21.3646861
,,,,,42.0033400,21.3632640
,,,,,42.0043941,21.3629168
,,,,,42.0052094,21.3625932
,,,,,41.9978792,21.4990944
,,,,,41.9982733,21.5003800
,,,,,41.9981180,21.4999648
,,,,,41.9979331,21.4999337
,,,,,41.9981402,21.5003038
,,,,,42.0020678,21.4820454
,,,,,42.0025057,21.4808465
,,,,,42.0033269,21.4826325
,,,,,42.0037373,21.4814899
,,,,,41.9313585,21.5273403
,,,,,41.9310572,21.5257739
,,,,,41.9315720,21.5258329
,,,,,41.9295068,21.5265651
,,,,,41.9302770,21.5271552
,,,,,41.9301254,21.5273028
,,,,,41.9302351,21.5251382
,,,,,41.9412043,21.5229677
,,,,,41.9402028,21.5107520
,,,,,41.9414675,21.5221982
,,,,,41.9406758,21.5208824
,,,,,41.9421425,21.5217891
,,,,,41.9409235,21.5086645
,,,,,41.9353253,21.5226494
,,,,,41.9416460,21.5232408
,,,,,41.9416790,21.5091359
,,,,,41.9354629,21.5221559
,,,,,41.9357123,21.5236821
,,,,,41.9355487,21.5221827
,,,,,41.9356365,21.5218635
,,,,,41.9352236,21.5226049
,,,,,41.9349960,21.5232395
,,,,,41.9409583,21.5112234
,,,,,41.9359358,21.5219440
,,,,,41.9404425,21.5215645
,,,,,41.9361283,21.5223858
,,,,,41.9358779,21.5222176
,,,,,41.9312528,21.5250256
,,,,,41.9309016,21.5245267
,,,,,41.9310333,21.5257337
,,,,,41.9301513,21.5249880
,,,,,41.9305624,21.5242692
,,,,,41.9309016,21.5247466
,,,,,41.9830983,21.4812067
,,,,,41.9833781,21.4791754
,,,,,41.9839404,21.4796394
,,,,,41.9836207,21.4800614
,,,,,41.9829328,21.4791280
,,,,,41.9832565,21.4794114
,,,,,41.9837091,21.4801329
,,,,,41.9822875,21.4805165
,,,,,41.9895289,21.4636641
,,,,,41.9887154,21.4651248
,,,,,41.9902766,21.4642213
,,,,,41.9893833,21.4657951
,,,,,41.9780972,21.4624672
,,,,,41.9787206,21.4611097
,,,,,41.9778817,21.4603846
,,,,,41.9796318,21.4458086
,,,,,41.9803530,21.4464070
,,,,,41.9811870,21.4446016
,,,,,41.9805251,21.4440812
,,,,,42.0076325,21.3378071
,,,,,42.0083575,21.3374154
,,,,,42.0075842,21.3359670
,,,,,42.0078533,21.3376139
,,,,,42.0076062,21.3362835
,,,,,42.0072255,21.3365007
,,,,,42.0072335,21.3378526
,,,,,42.0082200,21.3358530
,,,,,42.0074607,21.3364632
,,,,,42.0082519,21.3361990
,,,,,42.0017124,21.4432955
,,,,,42.0014095,21.4446044
,,,,,42.0013867,21.4439332
,,,,,42.0028720,21.4739908
,,,,,42.0028884,21.4740137
,,,,,42.0028876,21.4739886
,,,,,42.0549688,21.3495414
,,,,,42.0551799,21.3492785
,,,,,42.0546577,21.3484467
,,,,,42.0548808,21.3491709
,,,,,42.0543470,21.3491817
,,,,,42.0549604,21.3486077
,,,,,42.0546621,21.3493858
,,,,,42.0677811,21.3368171
,,,,,42.0541722,21.3482968
,,,,,42.0685537,21.3362887
,,,,,42.0677413,21.3363289
,,,,,42.0685557,21.3363531
,,,,,42.0542439,21.3482593
,,,,,42.0678309,21.3368546
,,,,,42.0538691,21.3488330
,,,,,42.0679062,21.3368650
,,,,,42.0679962,21.3359776
,,,,,42.0682232,21.3360339
,,,,,42.0678508,21.3359642
,,,,,42.0548812,21.3489405
,,,,,42.0551006,21.3495781
,,,,,42.0683128,21.3360097
,,,,,42.0684601,21.3361170
,,,,,42.0681057,21.3370960
,,,,,42.0543594,21.3484899
,,,,,42.0683785,21.3366401
,,,,,41.9806121,21.4392456
,,,,,41.9801778,21.4381155
,,,,,41.9794043,21.4397503
,,,,,41.9797455,21.4395823
,,,,,41.9799398,21.4382303
,,,,,41.9802760,21.4380679
,,,,,41.9802135,21.4394271
,,,,,41.9803848,21.4393561
,,,,,41.9791861,21.4386077
,,,,,42.0311564,21.3485666
,,,,,42.0316793,21.3492340
,,,,,42.0306949,21.3497834
,,,,,42.0309818,21.3489572
,,,,,42.0313995,21.3486301
,,,,,42.0305834,21.3497351
,,,,,42.0315038,21.3488124
,,,,,42.0316730,21.3498048
,,,,,42.0316034,21.3502662
,,,,,41.9834340,21.4867188
,,,,,41.9834140,21.4869970
,,,,,41.9833215,21.4868807
,,,,,41.9835265,21.4868351
,,,,,42.0014693,21.4799183
,,,,,42.0024778,21.4804789
,,,,,42.0021027,21.4783623
,,,,,42.0030818,21.4787623
,,,,,41.9793645,21.4654972
,,,,,41.9797271,21.4639449
,,,,,41.9787047,21.4632950
,,,,,41.9779837,21.4643494
,,,,,41.9297125,21.5268104
,,,,,42.0253583,21.5557131
,,,,,41.9554113,21.4835017
,,,,,41.9556925,21.4830860
,,,,,41.9560992,21.4836251
,,,,,41.9562488,21.4837512
,,,,,41.9560097,21.4842179
,,,,,41.9561154,21.4835473
,,,,,42.0022912,21.4439143
,,,,,41.9845505,21.4787585
,,,,,41.9842594,21.4794666
,,,,,41.9837570,21.4790428
,,,,,41.9840740,21.4783535
,,,,,41.9705220,21.4865223
,,,,,41.9699225,21.4879898
,,,,,41.9691484,21.4874232
,,,,,41.9699250,21.4860845
,,,,,41.9793375,21.4718162
,,,,,41.9799754,21.4704720
,,,,,41.9792003,21.4703979
,,,,,41.9788074,21.4713609
,,,,,41.9903331,21.4542763
,,,,,41.9902333,21.4544761
,,,,,41.9899985,21.4542639
,,,,,41.9900982,21.4540640
,,,,,41.9773591,21.4663462
,,,,,41.9767457,21.4672404
,,,,,41.9763309,21.4668856
,,,,,41.9768509,21.4657850
,,,,,41.9741925,21.4761658
,,,,,41.9730565,21.4758522
,,,,,41.9729838,21.4765724
,,,,,41.9737168,21.4771664
,,,,,41.9731549,21.4755474
,,,,,41.9858118,21.4458378
,,,,,41.9854928,21.4465299
,,,,,41.9850382,21.4461597
,,,,,41.9849505,21.4459612
,,,,,41.9848388,21.4458861
,,,,,41.9851220,21.4452639
,,,,,41.9784225,21.4617645
,,,,,41.9917779,21.4513050
,,,,,42.0020159,21.4443594
,,,,,41.9957751,21.3963600
,,,,,41.9785285,21.4630686
,,,,,42.0002557,21.3946870
,,,,,42.0011836,21.3949154
,,,,,42.0013783,21.3934575
,,,,,42.0001886,21.3946705
,,,,,42.0015559,21.3921536
,,,,,42.0002921,21.3944196
,,,,,42.0004888,21.3944681
,,,,,42.0004525,21.3947353
,,,,,41.9975034,21.4214600
,,,,,41.9849218,21.4371063
,,,,,41.9843926,21.4365699
,,,,,41.9853004,21.4368834
,,,,,41.9851046,21.4361721
,,,,,42.0019590,21.4431569
,,,,,42.0266057,21.3829926
,,,,,42.0257702,21.3825241
,,,,,42.0260111,21.3828143
,,,,,42.0265128,21.3835433
,,,,,42.0254278,21.3829532
,,,,,42.0268388,21.3832849
,,,,,42.0257955,21.3840430
,,,,,42.0257466,21.3838674
,,,,,42.0264078,21.3828337
,,,,,42.0257346,21.3825686
,,,,,42.0036385,21.3706572
,,,,,42.0042699,21.3703225
,,,,,42.0040226,21.3700719
,,,,,42.0039089,21.3709624
,,,,,41.9899332,21.4401144
,,,,,41.9900091,21.4405102
,,,,,42.0254203,21.5538213
,,,,,42.0254273,21.5557080
,,,,,42.0255626,21.5556193
,,,,,42.0257985,21.5552317
,,,,,42.0259060,21.5553251
,,,,,42.0260690,21.5548487
,,,,,42.0262702,21.5539754
,,,,,42.0261894,21.5543259
,,,,,42.0235325,21.5593672
,,,,,42.0234177,21.5605788
,,,,,42.0240317,21.5611147
,,,,,42.0243182,21.5600823
,,,,,42.0242233,21.5607897
,,,,,42.0241556,21.5609578
,,,,,42.0241142,21.5598810
,,,,,42.0235099,21.5596904
,,,,,42.0234899,21.5599052
,,,,,41.9991139,21.4025306
,,,,,41.9992965,21.4011384
,,,,,41.9993156,21.4028770
,,,,,41.9993535,21.4025875
,,,,,41.9995543,21.4011996
,,,,,41.9996118,21.4007611
,,,,,41.9981678,21.3937429
,,,,,41.9981679,21.3937429
,,,,,41.9983456,21.3933706
,,,,,41.9983461,21.3933694
,,,,,41.9989854,21.3947614
,,,,,41.9990424,21.3942735
,,,,,41.9990822,21.3939809
,,,,,41.9991660,21.3934057
,,,,,41.9991962,21.3931841
,,,,,42.0016661,21.3896071
,,,,,42.0018358,21.3886393
,,,,,42.0019318,21.3886628
,,,,,41.9987908,21.4112553
,,,,,42.0005636,21.3919134
,,,,,41.9990263,21.4101978
,,,,,41.9909371,21.4377144
,,,,,41.9903914,21.4376300
SH.F " 25 Maji ",,,,,42.0126768,21.5104934
ДСУ  Никола Карев,,Никола Русински,,,42.0041882,21.4011992
Едукативен центар СОНЦЕ,,,,,41.9866117,21.4670763
ASM,,,,,42.0069742,21.3831677
,,,,,41.9898811,21.5850209
,,,,,41.9899130,21.5840822
,,,,,41.9907942,21.5850692
,,,,,41.9908469,21.5847007
,,,,,41.9909377,21.5841626
,,,,,42.0090936,21.4437825
ОУ Кирил и Медодиј,,,,,42.0279527,21.5133898
,,,,,42.0016965,21.4446902
,,,,,42.0013055,21.4444185
,,,,,42.0016168,21.4435530
,,,,,42.0006387,21.4220144
,,,,,42.0006110,21.4222325
,,,,,42.0007336,21.4222607
Helen Doron Kapistec,,,,,41.9914476,21.4174048
,,,,,42.0038978,21.5039128
,,,,,42.0037295,21.5038640
,,,,,42.0036468,21.5038377
,,,,,42.0034754,21.5037596
,,,,,42.0033739,21.5037030
,,,,,42.0032489,21.5036228
,,,,,42.0105541,21.5038481
,,,,,42.0109744,21.5053131
,,,,,42.0101999,21.5056849
,,,,,42.0097549,21.5042521
,,,,,42.0109467,21.5052131
,,,,,42.0107628,21.5045759
,,,,,42.0104948,21.5038789
,,,,,42.0103612,21.5039474
,,,,,42.0025416,21.3564780
,,,,,42.0023582,21.3566818
,,,,,42.0035762,21.3567690
,,,,,42.0038728,21.3569203
,,,,,42.0035849,21.3564154
,,,,,42.0036011,21.3585064
,,,,,42.0039679,21.3630444
,,,,,42.0046593,21.3628392
,,,,,42.0264512,21.3828685
,,,,,42.0022354,21.3822426
,,,,,42.0023116,21.3823132
,,,,,42.0021308,21.3825465
,,,,,42.0013254,21.3825925
,,,,,42.0025055,21.3819357
,,,,,42.0014193,21.3813798
,,,,,42.0031965,21.4097431
,,,,,41.9958140,21.3954369
,,,,,41.9959147,21.3953798
,,,,,41.9960940,21.3954168
,,,,,41.9966635,21.3963487
,,,,,41.9966585,21.3962665
,,,,,41.9966426,21.3962288
,,,,,41.9966072,21.3961692
,,,,,41.9965821,21.3961221
,,,,,41.9965576,21.3960887
,,,,,41.9937193,21.3984272
,,,,,41.9934333,21.4005485
,,,,,41.9926686,21.4003564
,,,,,42.0002012,21.4129610
,,,,,42.0001952,21.4128131
,,,,,42.0002501,21.4128279
,,,,,42.0002416,21.4128854
,,,,,42.0046870,21.4137878
,,,,,42.0046227,21.4141010
,,,,,42.0045289,21.4144000
,,,,,42.0059963,21.4118324
,,,,,41.9991593,21.3931415
,,,,,41.9991376,21.3931227
,,,,,42.0011509,21.4033698
,,,,,42.0011420,21.4034390
,,,,,42.0047612,21.4120736
,,,,,42.0039209,21.4128323
,,,,,42.0036416,21.4137111
,,,,,41.9885195,21.4414396
,,,,,41.9886371,21.4412586
,,,,,41.9883654,21.4409454
,,,,,41.9890654,21.4393158
,,,,,41.9890906,21.4392846
,,,,,41.9891162,21.4392717
,,,,,41.9891489,21.4392679
,,,,,41.9891762,21.4392727
,,,,,41.9892148,21.4392993
,,,,,42.0049452,21.3989156
,,,,,42.0042169,21.3987719
,,,,,42.0038322,21.4016289
,,,,,42.0045384,21.4017923
,,,,,42.0042297,21.3987523
,,,,,42.0042458,21.3987436
,,,,,42.0049628,21.3989376
,,,,,42.0049744,21.3989683
,,,,,42.0049796,21.3990045
,,,,,42.0046259,21.4015812
,,,,,42.0046057,21.4016840
,,,,,42.0045874,21.4017409
,,,,,42.0045660,21.4017790
,,,,,41.9863370,21.4324201
,,,,,42.0022326,21.3818297
,,,,,42.0036761,21.4098622
,,,,,42.0032439,21.4097552
,,,,,42.0037768,21.4098878
,,,,,42.0052335,21.3987668
,,,,,42.0052163,21.3987449
,,,,,42.0051982,21.3987141
,,,,,42.0051865,21.3986803
,,,,,42.0051812,21.3986371
,,,,,42.0052554,21.3987888
,,,,,42.0051822,21.3985553
,,,,,42.0053836,21.3974018
,,,,,42.0053340,21.3974727
,,,,,42.0053604,21.3974274
,,,,,42.0054109,21.3973808
,,,,,42.0054404,21.3973713
,,,,,42.0069106,21.3992132
,,,,,42.0057327,21.3866741
,,,,,42.0054723,21.3885696
,,,,,42.0070912,21.3889724
,,,,,42.0073052,21.3870653
,,,,,42.0071087,21.3884958
,,,,,42.0071551,21.3885074
,,,,,42.0057884,21.4134485
,,,,,42.0058086,21.4131575
,,,,,41.9891878,21.4413848
,,,,,41.9893825,21.4416080
,,,,,42.0027304,21.3576901
,,,,,42.0037696,21.3579563
,,,,,42.0007005,21.4197348
,,,,,42.0005429,21.4199598
,,,,,42.0074999,21.3501856
,,,,,42.0075645,21.3515452
,,,,,42.0087061,21.3500818
,,,,,42.0087707,21.3514414
