name,addr:city,addr:street,opening_hours,phone,@lat,@lon
,,,,,41.9598088,21.5571488
,,,,,41.9597545,21.5568447
,,,,,41.9543922,21.5582930
,,,,,41.9596381,21.5566247
,,,,,41.9582746,21.5582780
,,,,,41.9992883,21.4351259
,,,,,41.9992574,21.4354179
,,,,,41.9990488,21.4352721
,,,,,41.9990647,21.4351012
,,,,,41.9990571,21.4351723
,,,,,41.9989415,21.4353519
,,,,,41.9989488,21.4352335
,,,,,41.9988620,21.4352239
,,,,,41.9988696,21.4350995
,,,,,41.9989276,21.4351059
,,,,,41.9989315,21.4350421
,,,,,41.9993741,21.4352482
,,,,,41.9994106,21.4404854
,,,,,42.0011903,21.4506520
,,,,,42.0008179,21.4542726
,,,,,41.9885525,21.4369794
,,,,,41.9996148,21.3909284
,,,,,41.9887769,21.4250804
,,,,,41.9886969,21.4250110
Медицински Факултет,,,,,41.9898623,21.4246243
,,,,,42.0032023,21.4498380
,,,,,41.9985813,21.4440414
,,,,,41.9985878,21.4442184
,,,,,41.9986372,21.4443766
,,,,,41.9987662,21.4444906
,,,,,41.9990079,21.4406215
,,,,,42.0021461,21.4538549
,,,,,41.9988673,21.4351375
,,,,,41.9993175,21.4351077
,,,,,42.0026897,21.4577672
,,,,,42.0023846,21.4577698
,,,,,42.0023788,21.4581698
,,,,,42.0026761,21.4581544
,,,,,42.0025141,21.4589893
,,,,,42.0025176,21.4592462
,,,,,42.0024169,21.4592508
,,,,,42.0024169,21.4589847
,,,,,42.0053856,21.4873640
,,,,,42.0047757,21.4906794
,,,,,42.0041513,21.4909204
,,,,,42.0038125,21.4905230
,,,,,42.0038706,21.4895981
,,,,,42.0037883,21.4892529
,,,,,42.0040545,21.4887253
,,,,,42.0041368,21.4882303
,,,,,42.0038512,21.4876897
,,,,,42.0039529,21.4874552
,,,,,42.0044514,21.4872403
,,,,,42.0022475,21.4538236
,,,,,41.9996837,21.4197977
,,,,,41.9798630,21.4250042
,,,,,41.9786392,21.4261512
,,,,,41.9800375,21.4260400
,,,,,42.0039911,21.4087570
,,,,,42.0042874,21.4066088
,,,,,42.0005818,21.4047026
,,,,,41.9999215,21.4045408
,,,,,42.0004870,21.4054048
,,,,,42.0004296,21.4053907
,,,,,42.0004029,21.4055885
,,,,,42.0003425,21.4055737
,,,,,42.0003030,21.4058660
,,,,,41.9983341,21.3912186
,,,,,41.9983658,21.3912388
,,,,,41.9985795,21.3891606
,,,,,41.9986054,21.3891334
,,,,,42.0040211,21.4085288
,,,,,42.0042743,21.4067036
,,,,,42.0004140,21.4180928
,,,,,42.0004474,21.4181046
,,,,,42.0004202,21.4183261
,,,,,42.0004043,21.4185802
,,,,,42.0003221,21.4189668
,,,,,41.9998387,21.4188220
,,,,,41.9998735,21.4188343
,,,,,41.9994054,21.4351174
,,,,,42.0091177,21.4131563
,,,,,42.0084008,21.4133327
,,,,,42.0091539,21.4128930
,,,,,42.0085941,21.4125200
,,,,,42.0089448,21.4135285
Меѓународен балкански универзитет,,Самоилова,,,42.0017934,21.4348281
,,,,,42.0002701,21.4065244
,,,,,41.9996734,21.4063786
,,,,,41.9996033,21.4453565
,,,,,41.9991727,21.4447070
,,,,,41.9992309,21.4448137
,,,,,41.9813511,21.4534984
,,,,,41.9819192,21.4539873
,,,,,41.9819473,21.4541922
,,,,,41.9819517,21.4540162
,,,,,41.9819686,21.4541384
,,,,,41.9819674,21.4540362
,,,,,41.9819779,21.4541058
,,,,,41.9819814,21.4540767
,,,,,41.9812231,21.4557484
,,,,,41.9810836,21.4556283
,,,,,41.9804738,21.4553438
,,,,,41.9810061,21.4557971
,,,,,41.9816433,21.4548513
,,,,,41.9819768,21.4540545
,,,,,42.0006516,21.4184865
,,,,,42.0005067,21.4190378
,,,,,41.9990870,21.4446207
,,,,,42.0012678,21.4445897
,,,,,42.0013744,21.4439265
,,,,,42.0014747,21.4437652
,,,,,42.0016315,21.4434344
,,,,,42.0016381,21.4428652
,,,,,42.0013350,21.4423613
,,,,,42.0010033,21.4420080
,,,,,42.0007878,21.4418723
,,,,,42.0007893,21.4419430
,,,,,42.0008228,21.4419910
,,,,,42.0049991,21.4108037
,,,,,42.0039696,21.4089361
,,,,,41.9990674,21.4350571
,,,,,41.9992838,21.4354208
,,,,,41.9992753,21.4355603
,,,,,41.9993545,21.4355690
,,,,,41.9993973,21.4352507
,,,,,41.9993162,21.4351290
Универзитет „Св. Кирил и Методиј“,Cкoпje,Булевар Гоце Делчев,,+389 2 3293293,42.0001211,21.4429258
Факултет за драмски уметности,,Руѓер Бошковиќ,,,42.0048024,21.4060363
Универзитет „Њујорк“,,,,,42.0020499,21.3362188
Педагошка Академија,,,,,42.0001276,21.4055326
Техничко-технолошки кампус,,,,,42.0048012,21.4083577
Машински Факултет,Cкoпje,,,,42.0056465,21.4066339
Шумарски факултет,Cкoпje,Булевар Александар Македонски,,,42.0020503,21.4592269
Економски институт - Скопје,Cкoпje,,,,41.9887436,21.4374427
Универзитет Американ Колеџ Скопје,Cкoпje,Булевар 3та Македонска Бригада,,+389 2 2463156,41.9812276,21.4546477
Институт за земјотресно инженерство и инженерска сеизмологија - ИЗИИС,,,,,41.9791577,21.4259383
Природно Математички Факултет,,,,,42.0016016,21.4518169
,,,,,42.0016672,21.4377766
,,,,,42.0016728,21.4377736
Фармацевтски Факултет,Cкoпje,,,,41.9885200,21.4250843
Архитектонски Факултет,Cкoпje,Булевар Партизански Одреди,,+389 2 3164 974,41.9999512,21.4181017
Факултет за земјоделски науки и храна,Cкoпje,Булевар Александар Македонски,,,42.0022287,21.4583354
,,,,,42.0036564,21.4585901
Студентски Дом Стив Наумов,,,,,42.0016256,21.4554107
,,,,,42.0018627,21.4585051
Православен Богословски факултет - Свети Климент Охридски,,Загребска,,,41.9930174,21.4098921
Студентски дом „Гоце Делчев“,,,,,41.9992187,21.3903055
Градежен факултет,Cкoпje,Булевар Партизански Одреди,,+389 2 3116 066,42.0001345,21.4186806
,,,,,42.0001217,21.4188380
ФОН Универзитет,,,,,41.9929199,21.4740172
Институт за лозарство и винарство,,,,,42.0313019,21.4530707
Факултет за безбедност,,,,,41.9571005,21.5575977
Факултет за дизајн и технологии на мебел и ентериер,Cкoпje,16 Македонска Бригада,,,42.0025342,21.4579685
Лабораторија за тестирање мебел - ФДТМЕ,Cкoпje,16 Македонска Бригада,,+389(2)6154666,42.0024672,21.4591177
Поранешен ФОН,,,,,42.0045869,21.4888751
Институт за Сточарство,,Булевар Илинден,,,42.0087773,21.4130242
South East European University,Cкoпje,,,,41.9991337,21.4353055
Сули-ан - Факултет за ликовна уметност,Cкoпje,,,,42.0016700,21.4377751
